sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
248207289,20630581,2007000946432,"420099608004",31,1,1,1,2,,
248207291,20635229,2007000946432,"420099610002",31,1,1,1,2,,
248207292,20635229,2007000946432,"420099606002",55,2,1,1,0,,508536061
248207293,20635511,2007000946432,"420099606002",31,1,1,1,2,,
248207294,20635511,2007000946432,"420099609001",55,2,1,1,0,,513519095
248218366,20623773,2007000946432,"420099610002",55,2,1,1,0,,513919415
248218368,20634758,2007000946432,"420099608004",55,2,1,1,0,,513518553
248314296,20633265,2007000946432,"420099609001",83,1,1,1,0,,
248315231,20626342,2007000946432,"420099608004",70,2,1,1,0,,
248331175,20623149,2007000946432,"420099608001",72,1,1,1,0,,513924007
248331176,20627010,2007000946432,"420099608003",72,1,1,1,0,,513518851
248802555,20632682,2007000946432,"420099608004",10,2,1,1,2,450144031,
248802558,20632682,2007000946432,"420099608001",17,2,1,1,2,450114476,
248810091,20631625,2007000946432,"420099610002",60,1,1,1,0,,513515814
248810094,20632481,2007000946432,"420099610002",59,2,1,1,1,,
248810095,20634346,2007000946432,"420099606002",60,1,1,1,0,,508537717
248834913,20618054,2007000946432,"420099608004",21,2,1,1,2,,513519536
248834920,20618504,2007000946432,"420099609001",12,2,1,1,7,450145256,
248834921,20618504,2007000946432,"420099608001",16,2,1,1,2,450145257,
248834924,20620348,2007000946432,"420099606002",49,1,1,1,0,,513518639
248834925,20620348,2007000946432,"420099609001",12,2,1,1,7,450114475,
248834929,20620964,2007000946432,"420099608003",49,1,1,1,0,,513518639
248834930,20620964,2007000946432,"420099608004",12,2,1,1,7,450114475,
248834931,20620964,2007000946432,"420099608001",16,2,1,1,2,450114476,
248834933,20623663,2007000946432,"420099609001",21,2,1,1,2,,513518547
248834934,20623663,2007000946432,"420099608004",49,1,1,1,0,,513519345
248834939,20624246,2007000946432,"420099608004",49,1,1,1,0,,508537690
248834944,20625568,2007000946432,"420099610002",49,1,1,1,0,,513522802
248834946,20625568,2007000946432,"420099608004",16,2,1,1,2,450122302,
248834950,20627304,2007000946432,"420099608004",12,2,1,1,7,450122303,
248834951,20627304,2007000946432,"420099606002",16,2,1,1,2,450122302,
248834952,20627304,2007000946432,"420099609001",46,2,1,1,1,,
248834954,20631121,2007000946432,"420099609001",49,1,1,1,0,,513518921
248834956,20631121,2007000946432,"420099608004",16,2,1,1,2,450108340,
248834957,20631121,2007000946432,"420099609001",46,2,1,1,1,,
248929963,20632284,2007000946432,"420099608003",30,1,1,1,1,,513928725
248929964,20634107,2007000946432,"420099606002",26,2,1,1,0,,508539273
248929965,20634107,2007000946432,"420099610002",23,1,1,1,3,,
249118194,20618659,2007000946432,"420099606002",48,2,1,1,1,,
249118197,20625535,2007000946432,"420099608001",47,1,1,1,0,,508536053
249118202,20627067,2007000946432,"420099610002",48,2,1,1,1,,
249128223,20618450,2007000946432,"420099609001",8,2,1,1,2,450145256,
249128227,20626840,2007000946432,"420099610002",8,2,1,1,2,450122301,
249128228,20626840,2007000946432,"420099608004",35,2,1,1,0,,
249128229,20630751,2007000946432,"420099608003",8,2,1,1,2,450108324,
249128234,20636065,2007000946432,"420099606002",35,2,1,1,0,,
249130801,20636196,2007000946432,"420099606002",62,2,1,1,0,,513763808
249454493,20624425,2007000946432,"420099608004",65,2,1,1,1,,
249454494,20624425,2007000946432,"420099609001",66,1,1,1,0,,
249454495,20633284,2007000946432,"420099608004",65,2,1,1,1,,
249454497,20633456,2007000946432,"420099608004",65,2,1,1,1,,
249454498,20633456,2007000946432,"420099608003",66,1,1,1,0,,
249490334,20617814,2007000946432,"420099610002",10,1,9,1,2,450118219,
249490335,20617814,2007000946432,"420099608004",51,1,7,1,1,,513536081
249490336,20617814,2007000946432,"420099608004",14,2,9,1,2,450145257,
249490338,20618003,2007000946432,"420099609001",10,1,9,1,2,450108324,
249490340,20618003,2007000946432,"420099609001",14,2,9,1,2,450078419,
249490342,20619154,2007000946432,"420099610002",10,1,9,1,2,450145256,
249490344,20619154,2007000946432,"420099609001",14,2,9,1,2,450108340,
249490345,20619154,2007000946432,"420099608001",47,2,1,1,0,,513517740
249490346,20622286,2007000946432,"420099608003",10,1,9,1,2,450110381,
249490348,20622286,2007000946432,"420099608004",14,2,9,1,2,450122302,
249490349,20622286,2007000946432,"420099608003",47,2,1,1,0,,513519345
249490351,20622684,2007000946432,"420099608004",51,1,7,1,1,,513924683
249490352,20622684,2007000946432,"420099608004",14,2,9,1,2,450145257,
249490353,20622684,2007000946432,"420099609001",47,2,1,1,0,,513517837
249490355,20622707,2007000946432,"420099608001",51,1,7,1,1,,513519345
249490358,20623169,2007000946432,"420099608001",10,1,9,1,2,450145256,
249490359,20623169,2007000946432,"420099610002",51,1,7,1,1,,513519199
249490364,20624107,2007000946432,"420099608003",14,2,9,1,2,450114476,
249490365,20624107,2007000946432,"420099609001",47,2,1,1,0,,513519337
249490366,20624560,2007000946432,"420099609001",10,1,9,1,2,450145256,
249490369,20624560,2007000946432,"420099610002",47,2,1,1,0,,513520089
249490374,20626376,2007000946432,"420099608001",10,1,9,1,2,450110381,
249490378,20628380,2007000946432,"420099609001",10,1,9,1,2,450108324,
249490379,20628380,2007000946432,"420099606002",51,1,7,1,1,,513225787
249490382,20633365,2007000946432,"420099610002",10,1,9,1,2,450130826,
249490383,20633365,2007000946432,"420099608004",51,1,7,1,1,,513514611
249490386,20634067,2007000946432,"420099608004",10,1,9,1,2,450108324,
249490389,20634067,2007000946432,"420099608003",47,2,1,1,0,,513519114
249490390,20634904,2007000946432,"420099608003",10,1,9,1,2,450108324,
249490394,20635882,2007000946432,"420099610002",10,1,9,1,2,450108324,
249490396,20635882,2007000946432,"420099608004",14,2,9,1,2,450108340,
249606306,20618330,2007000946432,"420099608004",42,1,1,1,0,,
249606307,20618330,2007000946432,"420099608001",41,2,1,1,1,,513518430
249703732,20619705,2007000946432,"420099609001",39,1,1,1,0,,
249703733,20621428,2007000946432,"420099608001",39,1,1,1,0,,
249703737,20625362,2007000946432,"420099608004",39,1,1,1,0,,
249703740,20627254,2007000946432,"420099610002",39,1,1,1,0,,
249703741,20628706,2007000946432,"420099610002",39,1,1,1,0,,
249703743,20629438,2007000946432,"420099608004",39,1,1,1,0,,
249733167,20624492,2007000946432,"420099608003",11,2,1,1,2,450122301,
249735282,20623786,2007000946432,"420099608004",20,2,1,1,2,,513519345
249735283,20623786,2007000946432,"420099608003",43,1,1,1,0,,513517732
249735285,20627041,2007000946432,"420099609001",20,2,1,1,2,,513518182
249765701,20632136,2007000946432,"420099609001",69,1,1,1,0,,
249765703,20633473,2007000946432,"420099608001",69,1,1,1,0,,
249765704,20633473,2007000946432,"420099609001",77,2,1,1,1,,
249809072,20632138,2007000946432,"420099608004",58,1,1,1,0,,513517735
249809074,20634298,2007000946432,"420099608003",58,1,1,1,0,,513518885
249809076,20691527,2007000946432,"420099608003",58,1,1,1,0,,513519458
249830053,20633751,2007000946432,"420099610002",44,1,1,1,1,,513518537
249900180,20622547,2007000946432,"420099608004",94,2,1,1,0,,
249900182,20634739,2007000946432,"420099608004",94,2,1,1,0,,
250180375,20629908,2007000946432,"420099610002",65,1,9,1,0,,513518211
250180377,20632342,2007000946432,"420099608004",65,1,9,1,0,,513516753
250180381,20635702,2007000946432,"420099608004",65,1,9,1,0,,513518303
250180382,20690852,2007000946432,"420099609001",65,1,9,1,0,,508538774
250180385,20691624,2007000946432,"420099610002",65,1,9,1,0,,513929792
250314108,20619661,2007000946432,"420099609001",19,1,1,1,2,,508442622
250314109,20619661,2007000946432,"420099610002",17,1,1,1,2,450114476,513518679
250314110,20619661,2007000946432,"420099609001",44,2,1,1,0,,513518839
250314112,20619743,2007000946432,"420099606002",19,1,1,1,2,,513517862
250314114,20619743,2007000946432,"420099608003",44,2,1,1,0,,513518072
250314117,20626149,2007000946432,"420099609001",17,1,1,1,2,450122302,513518965
250314118,20626149,2007000946432,"420099608004",44,2,1,1,0,,513518121
250314120,20627337,2007000946432,"420099608001",19,1,1,1,2,,508535753
250314125,20631648,2007000946432,"420099608004",17,1,1,1,2,450114476,513517500
250314129,20690544,2007000946432,"420099609001",17,1,1,1,2,450130825,513517843
250314132,20691053,2007000946432,"420099610002",19,1,1,1,2,,513225762
250314134,20691053,2007000946432,"420099608004",44,2,1,1,0,,508537232
250366403,20634290,2007000946432,"420099608003",18,2,1,1,6,,
250548174,20617464,2007000946432,"420099608004",75,2,1,1,0,,
250548175,20633904,2007000946432,"420099609001",75,2,1,1,0,,
250573571,20631885,2007000946432,"420099608004",71,2,1,1,0,,
250675944,20621611,2007000946432,"420099609001",12,1,1,1,2,450067304,
250675945,20621611,2007000946432,"420099608004",42,1,1,1,0,,513516713
250675947,20624935,2007000946432,"420099606002",3,1,1,1,2,450066968,
250675948,20624935,2007000946432,"420099608004",12,1,1,1,2,450067304,
250675949,20624935,2007000946432,"420099608004",42,1,1,1,0,,513570612
250675950,20629001,2007000946432,"420099608004",47,2,1,1,1,,
250675955,20634548,2007000946432,"420099608004",3,1,1,1,2,450066968,
250675956,20634548,2007000946432,"420099609001",12,1,1,1,2,450067304,
250675957,20634548,2007000946432,"420099606002",42,1,1,1,0,,513518949
250675958,20691090,2007000946432,"420099608004",47,2,1,1,1,,
250675959,20691090,2007000946432,"420099608004",3,1,1,1,2,450066968,
250675961,20691090,2007000946432,"420099608001",42,1,1,1,0,,508539741
250748865,20617876,2007000946432,"420099606002",68,2,1,1,1,,
250748866,20619110,2007000946432,"420099608004",76,1,1,1,0,,
250748868,20627675,2007000946432,"420099606002",76,1,1,1,0,,
250777588,20623693,2007000946432,"420099608004",49,2,1,1,1,,513519345
250777590,20625771,2007000946432,"420099608003",49,2,1,1,1,,513518090
250777591,20625771,2007000946432,"420099608001",46,1,1,1,0,,513518303
251022029,20629315,2007000946432,"420099608004",15,1,1,1,2,450108340,
251022030,20629315,2007000946432,"420099608004",54,2,1,1,1,,513517741
251022031,20629315,2007000946432,"420099610002",46,1,1,1,0,,513517475
251110493,20629033,2007000946432,"420099608004",78,2,1,1,0,,
251110494,20634066,2007000946432,"420099606002",78,2,1,1,0,,
251127563,20618067,2007000946432,"420099608004",71,2,1,1,0,,
251127564,20618090,2007000946432,"420099608001",71,2,1,1,0,,
251127565,20618776,2007000946432,"420099610002",71,2,1,1,0,,
251127568,20625148,2007000946432,"420099608004",71,2,1,1,0,,
251127569,20625280,2007000946432,"420099608004",71,2,1,1,0,,
251127570,20626813,2007000946432,"420099608003",71,2,1,1,0,,
251127571,20627643,2007000946432,"420099608004",71,2,1,1,0,,
251127574,20630053,2007000946432,"420099608004",71,2,1,1,0,,
251127576,20633905,2007000946432,"420099608004",71,2,1,1,0,,
251127577,20690521,2007000946432,"420099608004",71,2,1,1,0,,
251135075,20626495,2007000946432,"420099608004",51,2,1,1,0,,513519945
251135076,20627433,2007000946432,"420099606002",60,1,1,1,1,,
251135078,20633332,2007000946432,"420099608003",60,1,1,1,1,,
251135079,20633332,2007000946432,"420099609001",51,2,1,1,0,,513517846
251135080,20635092,2007000946432,"420099609001",60,1,1,1,1,,
251165704,20624297,2007000946432,"420099609001",75,1,1,1,0,,
251165705,20628265,2007000946432,"420099608004",75,1,1,1,0,,
251227218,20618196,2007000946432,"420099608003",69,2,1,1,1,,
251227219,20618196,2007000946432,"420099608003",77,1,1,1,0,,
251227226,20630153,2007000946432,"420099608004",69,2,1,1,1,,
251227227,20630153,2007000946432,"420099608004",77,1,1,1,0,,
251256647,20618502,2007000946432,"420099608003",5,1,1,1,2,450145256,
251256909,20625409,2007000946432,"420099606002",26,2,1,1,1,,512454060
251256911,20625833,2007000946432,"420099610002",26,2,1,1,1,,513518976
251256913,20626863,2007000946432,"420099608001",26,2,1,1,1,,513518858
251256915,20632004,2007000946432,"420099608003",26,2,1,1,1,,513517765
251548522,20620351,2007000946432,"420099608001",41,1,1,1,0,,513921272
251548523,20620351,2007000946432,"420099609001",45,2,1,1,1,,
251548524,20620351,2007000946432,"420099610002",12,2,1,1,2,450114475,
251678907,20625092,2007000946432,"420099606002",35,1,1,1,0,,
251678908,20626318,2007000946432,"420099608004",35,1,1,1,0,,
251678909,20626744,2007000946432,"420099606002",35,1,1,1,0,,
251678910,20635115,2007000946432,"420099608001",35,1,1,1,0,,
251684357,20620179,2007000946432,"420099609001",70,2,1,1,1,,
251684358,20620179,2007000946432,"420099606002",73,1,1,1,0,,513520276
251684361,20626444,2007000946432,"420099608003",70,2,1,1,1,,
251684362,20626444,2007000946432,"420099608003",73,1,1,1,0,,513518878
251684363,20634095,2007000946432,"420099608004",70,2,1,1,1,,
251704010,20618288,2007000946432,"420099606002",56,2,1,1,1,,
251704011,20618288,2007000946432,"420099609001",59,1,1,1,0,,
251704013,20621281,2007000946432,"420099606002",59,1,1,1,0,,
251704014,20631065,2007000946432,"420099608004",56,2,1,1,1,,
251704015,20631065,2007000946432,"420099606002",59,1,1,1,0,,
251704016,20634318,2007000946432,"420099608004",56,2,1,1,1,,
251868525,20632392,2007000946432,"420099608003",75,1,1,1,0,,
251868526,20690772,2007000946432,"420099608004",77,2,1,1,1,,
251868527,20690772,2007000946432,"420099608004",75,1,1,1,0,,
251956686,20617440,2007000946432,"420099608003",18,2,1,1,2,450145257,
251956687,20617440,2007000946432,"420099606002",43,1,1,1,0,,513922306
251956690,20619008,2007000946432,"420099608004",43,1,1,1,0,,513511804
251956692,20626309,2007000946432,"420099608003",18,2,1,1,2,450122302,
251956697,20632313,2007000946432,"420099609001",41,2,1,1,1,,
251956698,20632982,2007000946432,"420099608003",18,2,1,1,2,450130825,
251956699,20632982,2007000946432,"420099606002",43,1,1,1,0,,513514337
251956700,20632982,2007000946432,"420099610002",41,2,1,1,1,,
251989308,20617864,2007000946432,"420099606002",59,2,1,1,0,,513919407
251989311,20618862,2007000946432,"420099610002",61,1,1,1,1,,
251989312,20621028,2007000946432,"420099609001",59,2,1,1,0,,513517284
251989314,20622815,2007000946432,"420099608004",59,2,1,1,0,,513519345
251989316,20622955,2007000946432,"420099608003",59,2,1,1,0,,513541624
251989317,20622955,2007000946432,"420099608001",61,1,1,1,1,,
251989318,20624086,2007000946432,"420099608003",59,2,1,1,0,,513518679
251989320,20625926,2007000946432,"420099608003",59,2,1,1,0,,513518707
251989321,20625926,2007000946432,"420099608004",61,1,1,1,1,,
251989322,20627602,2007000946432,"420099610002",59,2,1,1,0,,513518851
251989323,20627602,2007000946432,"420099608004",61,1,1,1,1,,
251989324,20633128,2007000946432,"420099608004",59,2,1,1,0,,513517941
251989325,20633128,2007000946432,"420099606002",61,1,1,1,1,,
251989332,20691322,2007000946432,"420099609001",59,2,1,1,0,,513225930
251989334,20691361,2007000946432,"420099610002",59,2,1,1,0,,508533741
252319614,20617660,2007000946432,"420099608003",13,2,1,1,2,450145257,
252319616,20617660,2007000946432,"420099608001",46,2,1,1,1,,
252319617,20617660,2007000946432,"420099608004",14,1,1,1,2,450145257,
252319619,20617660,2007000946432,"420099609001",9,1,1,1,2,450118219,
252319620,20621363,2007000946432,"420099606002",13,2,1,1,2,450114475,
252319622,20621363,2007000946432,"420099608004",46,2,1,1,1,,
252319624,20621363,2007000946432,"420099608004",11,2,1,1,2,450114475,
252340007,20617577,2007000946432,"420099606002",61,1,1,1,0,,
252340011,20624700,2007000946432,"420099608003",61,1,1,1,0,,
252340013,20628780,2007000946432,"420099608001",61,1,1,1,0,,
252340017,20629706,2007000946432,"420099610002",61,1,1,1,0,,
252340021,20631664,2007000946432,"420099608004",61,1,1,1,0,,
252340023,20632436,2007000946432,"420099608003",61,1,1,1,0,,
252340027,20633210,2007000946432,"420099608001",61,1,1,1,0,,
252340032,20634054,2007000946432,"420099608004",62,2,1,1,1,,508536661
252403359,20623344,2007000946432,"420099608003",52,2,1,1,1,,513519345
252403360,20623344,2007000946432,"420099609001",64,1,1,1,0,,513921692
252403362,20625069,2007000946432,"420099608003",64,1,1,1,0,,513521662
252403363,20625228,2007000946432,"420099608001",52,2,1,1,1,,513519440
252403364,20625228,2007000946432,"420099608003",64,1,1,1,0,,513517852
252403365,20625380,2007000946432,"420099610002",52,2,1,1,1,,513518273
252403366,20625380,2007000946432,"420099608003",64,1,1,1,0,,502916876
252403369,20632163,2007000946432,"420099608004",52,2,1,1,1,,513518100
252403370,20632163,2007000946432,"420099608004",64,1,1,1,0,,513518430
252430567,20619285,2007000946432,"420099608003",34,1,1,1,0,,513921489
252430569,20619285,2007000946432,"420099609001",6,2,1,1,2,450114472,
252446001,20631274,2007000946432,"420099606002",78,1,1,1,0,,
252555158,20624202,2007000946432,"420099608004",45,2,1,1,0,,513519855
252555160,20624202,2007000946432,"420099608001",20,2,1,1,2,,513791211
252555163,20629098,2007000946432,"420099608003",55,1,1,1,10,,513517695
252555164,20629098,2007000946432,"420099608001",20,2,1,1,2,,513517915
252582276,20635843,2007000946432,"420099606002",45,2,1,1,1,,508534391
252582277,20635843,2007000946432,"420099608004",46,1,1,1,0,,513519755
252623584,20619024,2007000946432,"420099608004",28,2,1,1,1,,513513183
252623587,20620765,2007000946432,"420099608004",30,1,1,1,0,,513517284
252623588,20620765,2007000946432,"420099608004",28,2,1,1,1,,513518028
252623589,20625834,2007000946432,"420099609001",30,1,1,1,0,,513517715
252623591,20626618,2007000946432,"420099609001",30,1,1,1,0,,513922342
252623592,20626618,2007000946432,"420099608003",28,2,1,1,1,,513518212
252653238,20631422,2007000946432,"420099608001",85,1,1,1,0,,
252653239,20690655,2007000946432,"420099606002",85,1,1,1,0,,
252726591,20620304,2007000946432,"420099606002",66,1,1,1,0,,513519096
252726592,20621639,2007000946432,"420099608004",66,1,1,1,0,,513587643
252726594,20623134,2007000946432,"420099610002",66,1,1,1,0,,513517289
252726595,20623232,2007000946432,"420099608001",66,1,1,1,0,,513925875
252726597,20625281,2007000946432,"420099606002",66,1,1,1,0,,512454141
252726599,20630392,2007000946432,"420099606002",66,1,1,1,0,,516286781
252726600,20631044,2007000946432,"420099610002",66,1,1,1,0,,513518433
252726601,20635187,2007000946432,"420099608004",66,1,1,1,0,,513927596
252726602,20635398,2007000946432,"420099608004",66,1,1,1,0,,513518956
252726603,20691899,2007000946432,"420099610002",66,1,1,1,0,,508538711
252824707,20620121,2007000946432,"420099608003",28,2,1,1,1,,513924390
252824708,20620121,2007000946432,"420099608004",3,2,1,1,2,,
252824709,20620121,2007000946432,"420099608004",33,1,1,1,0,,
252824710,20620733,2007000946432,"420099608004",28,2,1,1,1,,513517273
252824712,20620733,2007000946432,"420099608003",33,1,1,1,0,,
252993981,20619508,2007000946432,"420099609001",9,2,1,1,2,450114472,
252993987,20627840,2007000946432,"420099608004",41,1,1,1,0,,513519199
252993991,20633273,2007000946432,"420099608001",9,2,1,1,2,450144031,
252993992,20633273,2007000946432,"420099608003",41,1,1,1,0,,513925526
253108593,20619385,2007000946432,"420099608004",77,1,1,1,0,,
253108596,20634879,2007000946432,"420099606002",70,2,1,1,1,,
253174222,20618102,2007000946432,"420099610002",0,1,1,1,2,,
253174225,20618102,2007000946432,"420099609001",3,2,1,1,2,,
253174231,20623622,2007000946432,"420099606002",3,2,1,1,2,,
253174233,20624031,2007000946432,"420099606002",9,2,1,1,2,450066968,
253174234,20624031,2007000946432,"420099606002",0,1,1,1,2,,
253174235,20624031,2007000946432,"420099606002",10,1,1,1,2,450067304,
253174236,20624031,2007000946432,"420099608003",41,1,1,1,0,,513519345
253174237,20624031,2007000946432,"420099609001",3,2,1,1,2,,
253174242,20624073,2007000946432,"420099608003",41,1,1,1,0,,513519345
253174248,20627363,2007000946432,"420099608004",41,1,1,1,0,,513519011
253174249,20627363,2007000946432,"420099608004",3,2,1,1,2,,
253174252,20632075,2007000946432,"420099608001",0,1,1,1,2,,
253174253,20632075,2007000946432,"420099608004",10,1,1,1,2,450067304,
253174254,20632075,2007000946432,"420099608004",41,1,1,1,0,,513225831
253174255,20632075,2007000946432,"420099608001",3,2,1,1,2,,
253174256,20632075,2007000946432,"420099609001",36,2,1,1,1,,
253174257,20636007,2007000946432,"420099608004",9,2,1,1,2,450066968,
253174260,20636007,2007000946432,"420099609001",41,1,1,1,0,,508531543
253174261,20636007,2007000946432,"420099606002",3,2,1,1,2,,
253197938,20620175,2007000946432,"420099608003",48,2,1,1,0,,513518639
253197940,20633566,2007000946432,"420099608004",48,2,1,1,0,,513518976
253209602,20618448,2007000946432,"420099608001",43,1,1,1,1,,
253209603,20618448,2007000946432,"420099606002",5,1,1,1,2,450145256,
253209604,20618448,2007000946432,"420099606002",35,2,1,1,0,,513919429
253209605,20618448,2007000946432,"420099609001",1,2,1,1,2,,
253209609,20620072,2007000946432,"420099608001",1,2,1,1,2,,
253209610,20629713,2007000946432,"420099608003",43,1,1,1,1,,
253209613,20629713,2007000946432,"420099608004",1,2,1,1,2,,
253209614,20631795,2007000946432,"420099608003",43,1,1,1,1,,
253209615,20631795,2007000946432,"420099608004",5,1,1,1,2,450114472,
253209616,20631795,2007000946432,"420099609001",35,2,1,1,0,,513517217
253209617,20631795,2007000946432,"420099608001",1,2,1,1,2,,
253209620,20633921,2007000946432,"420099608003",35,2,1,1,0,,513518374
253267072,20617597,2007000946432,"420099608004",58,2,1,1,1,,513922180
253267074,20622966,2007000946432,"420099606002",58,2,1,1,1,,513519345
253267076,20625486,2007000946432,"420099609001",58,2,1,1,1,,513919239
253382619,20619544,2007000946432,"420099609001",62,2,1,1,1,,508532962
253382623,20622465,2007000946432,"420099608004",62,2,1,1,1,,513519345
253382627,20628751,2007000946432,"420099608004",62,2,1,1,1,,513517692
253382628,20628751,2007000946432,"420099606002",60,1,1,1,0,,
253382629,20629494,2007000946432,"420099608001",62,2,1,1,1,,513924666
253385972,20623559,2007000946432,"420099608001",37,2,1,1,0,,
253385975,20623559,2007000946432,"420099608001",17,1,1,1,2,450078419,
253385977,20629982,2007000946432,"420099608004",6,2,1,1,2,450108324,
253385978,20629982,2007000946432,"420099606002",13,2,1,1,2,450108324,
253385981,20633005,2007000946432,"420099610002",6,2,1,1,2,450144031,
253385982,20633005,2007000946432,"420099608004",13,2,1,1,2,450114475,
253385983,20633005,2007000946432,"420099608001",17,1,1,1,2,450114476,
253390128,20626327,2007000946432,"420099608001",47,2,1,1,1,,
253390130,20627470,2007000946432,"420099608004",47,2,1,1,1,,
253390131,20627470,2007000946432,"420099608003",46,1,1,1,0,,513519953
253390132,20629955,2007000946432,"420099608004",47,2,1,1,1,,
253390133,20629955,2007000946432,"420099608001",46,1,1,1,0,,513518432
253390135,20630109,2007000946432,"420099610002",46,1,1,1,0,,513518321
253448102,20691767,2007000946432,"420099608001",41,2,1,1,10,,
253514832,20623861,2007000946432,"420099608004",64,2,1,1,1,,
253514833,20623861,2007000946432,"420099608001",62,1,1,1,0,,
253517167,20620762,2007000946432,"420099608003",61,1,1,1,0,,513925899
253517168,20620762,2007000946432,"420099606002",61,2,1,1,1,,513518379
253517170,20625130,2007000946432,"420099608004",61,2,1,1,1,,513519562
253517171,20632276,2007000946432,"420099608001",61,1,1,1,0,,513518872
253517172,20632276,2007000946432,"420099609001",61,2,1,1,1,,513517315
253517175,20690970,2007000946432,"420099608001",61,1,1,1,0,,513890951
253517176,20690970,2007000946432,"420099610002",61,2,1,1,1,,513516819
253548642,20623320,2007000946432,"420099608004",64,1,1,1,0,,513519345
253617752,20629653,2007000946432,"420099608004",39,1,1,1,1,,513517852
253617754,20629653,2007000946432,"420099608004",15,2,1,1,2,450108340,
253617755,20629653,2007000946432,"420099608003",43,2,1,1,0,,513518417
253617756,20691508,2007000946432,"420099608004",39,1,1,1,1,,508537192
253617757,20691508,2007000946432,"420099610002",19,2,1,1,2,,
253684560,20619861,2007000946432,"420099606002",2,2,1,1,2,,
253684562,20619861,2007000946432,"420099608001",11,2,1,1,2,450114475,
253684563,20620370,2007000946432,"420099606002",38,2,1,1,0,,
253684564,20620370,2007000946432,"420099608004",2,2,1,1,2,,
253684566,20620370,2007000946432,"420099608003",11,2,1,1,2,450114475,
253684567,20623067,2007000946432,"420099610002",38,2,1,1,0,,
253684568,20623067,2007000946432,"420099609001",2,2,1,1,2,,
253684569,20623067,2007000946432,"420099606002",40,1,1,1,10,,513520613
253684570,20623067,2007000946432,"420099609001",11,2,1,1,2,450145257,
253684571,20623820,2007000946432,"420099608004",38,2,1,1,0,,
253684573,20623820,2007000946432,"420099608003",40,1,1,1,10,,513922538
253684575,20626837,2007000946432,"420099608001",38,2,1,1,0,,
253684576,20626837,2007000946432,"420099608004",2,2,1,1,2,,
253684578,20626837,2007000946432,"420099608001",11,2,1,1,2,450122303,
253684579,20633277,2007000946432,"420099608001",38,2,1,1,0,,
253684580,20633277,2007000946432,"420099608004",2,2,1,1,2,,
253684582,20633277,2007000946432,"420099608004",11,2,1,1,2,450108324,
253831603,20617489,2007000946432,"420099608001",77,2,1,1,0,,
253831604,20617489,2007000946432,"420099608004",53,1,1,1,2,,513519440
253831606,20623118,2007000946432,"420099608003",53,1,1,1,2,,513920493
253831610,20629166,2007000946432,"420099609001",53,1,1,1,2,,513518280
254158358,20627665,2007000946432,"420099608004",59,2,1,1,0,,513518859
254158359,20627665,2007000946432,"420099610002",62,1,1,1,1,,
254159063,20628871,2007000946432,"420099608004",60,2,1,1,0,,
254159065,20633048,2007000946432,"420099608001",60,2,1,1,0,,
254248875,20618671,2007000946432,"420099608003",60,1,1,1,1,,513519618
254248876,20619504,2007000946432,"420099610002",56,2,1,1,0,,
254248878,20620593,2007000946432,"420099608003",56,2,1,1,0,,
254248881,20621762,2007000946432,"420099608001",60,1,1,1,1,,513516737
254248884,20624067,2007000946432,"420099608001",56,2,1,1,0,,
254248887,20626135,2007000946432,"420099608003",60,1,1,1,1,,513519965
254248889,20627630,2007000946432,"420099609001",60,1,1,1,1,,513519114
254248890,20631649,2007000946432,"420099610002",56,2,1,1,0,,
254248891,20631649,2007000946432,"420099606002",60,1,1,1,1,,513517217
254248892,20632298,2007000946432,"420099610002",56,2,1,1,0,,
254248894,20634282,2007000946432,"420099608004",56,2,1,1,0,,
254248895,20634282,2007000946432,"420099608004",60,1,1,1,1,,513223574
254248897,20635482,2007000946432,"420099608004",60,1,1,1,1,,513518704
254248899,20691914,2007000946432,"420099608003",60,1,1,1,1,,508536733
254286242,20623695,2007000946432,"420099608003",13,1,1,1,2,450145256,
254286243,20623695,2007000946432,"420099610002",50,1,1,1,0,,513517396
254286244,20623695,2007000946432,"420099608004",18,2,1,1,2,450145257,
254286246,20624636,2007000946432,"420099606002",50,1,1,1,0,,513519935
254286248,20691852,2007000946432,"420099610002",13,1,1,1,2,450130825,
254377606,20625230,2007000946432,"420099608001",26,2,1,1,1,,502909629
254377608,20625390,2007000946432,"420099608004",26,2,1,1,1,,513518473
254377609,20626459,2007000946432,"420099606002",28,1,1,1,0,,513493436
254377610,20626459,2007000946432,"420099609001",26,2,1,1,1,,513518873
254377611,20626488,2007000946432,"420099609001",28,1,1,1,0,,513519158
254377612,20626488,2007000946432,"420099608004",26,2,1,1,1,,513518956
254377613,20632212,2007000946432,"420099608001",28,1,1,1,0,,513516817
254389791,20617916,2007000946432,"420099608004",26,1,1,1,2,,513520274
254389792,20617916,2007000946432,"420099608004",46,1,1,1,1,,513922236
254389794,20619287,2007000946432,"420099608004",26,1,1,1,2,,513920788
254389795,20619287,2007000946432,"420099610002",46,1,1,1,1,,517145731
254389798,20619789,2007000946432,"420099608003",46,1,1,1,1,,513520213
254389799,20619789,2007000946432,"420099608003",49,2,1,1,0,,513518590
254389802,20624102,2007000946432,"420099608003",49,2,1,1,0,,513513824
254389804,20624321,2007000946432,"420099608004",46,1,1,1,1,,513519763
254571635,20617965,2007000946432,"420099610002",2,2,1,1,2,,
