sp_id,sp_hh_id,serialno,stcotrbg,age,sex,race,sporder,relate,sp_school_id,sp_work_id
379380697,11055594,2011000493540,"420659509002",12,1,1,3,2,450129160,
379380699,11055594,2011000493540,"420659509002",5,1,1,5,2,450066968,
379380702,11055594,2011000493540,"420659509002",40,1,1,1,0,,514267791
379380704,11059373,2011000493540,"420659511004",3,1,1,6,2,,
379380707,11059373,2011000493540,"420659511004",38,2,1,2,1,,514269339
379386036,11055837,2011000493667,"420659509003",52,2,1,1,0,,514268720
379386037,11061355,2011000493667,"420659513001",48,1,1,2,10,,511717751
379477108,11060876,2011000496035,"420659512003",64,1,1,1,0,,509594921
379548059,11048084,2011000497842,"420659503005",61,2,1,1,0,,514268309
379548060,11050045,2011000497842,"420659506001",61,2,1,1,0,,514110557
379548062,11051771,2011000497842,"420659506004",61,2,1,1,0,,514268021
379548063,11051871,2011000497842,"420659506004",61,2,1,1,0,,514265115
379548065,11060685,2011000497842,"420659512002",61,2,1,1,0,,514268808
379624449,11044823,2011000499666,"420659502001",11,2,1,3,2,450110702,
379624450,11044823,2011000499666,"420659502001",7,1,1,5,2,450110701,
379624452,11044823,2011000499666,"420659502001",36,2,1,2,1,,514271456
379624454,11045310,2011000499666,"420659502002",11,2,1,3,2,450110702,
379624455,11045310,2011000499666,"420659502002",7,1,1,5,2,450110701,
379624456,11045310,2011000499666,"420659502002",8,2,1,4,2,450110701,
379624458,11045310,2011000499666,"420659502002",34,1,1,1,0,,
379624460,11053215,2011000499666,"420659507003",7,1,1,5,2,450145390,
379624463,11053215,2011000499666,"420659507003",34,1,1,1,0,,
379762298,11048810,2011000502985,"420659504002",74,1,1,1,0,,
379762299,11048810,2011000502985,"420659504002",71,2,1,2,1,,
379810124,11044431,2011000504194,"420659501002",81,2,1,1,0,,
379810126,11048404,2011000504194,"420659504001",81,2,1,1,0,,
379810127,11048573,2011000504194,"420659504002",81,2,1,1,0,,
379810128,11051983,2011000504194,"420659506005",81,2,1,1,0,,
379810129,11052161,2011000504194,"420659506005",81,2,1,1,0,,
379810130,11059252,2011000504194,"420659511003",81,2,1,1,0,,
379810131,11059352,2011000504194,"420659511004",81,2,1,1,0,,
379810132,11060757,2011000504194,"420659512003",81,2,1,1,0,,
379897618,11046249,2011000506399,"420659503001",73,2,1,1,0,,514268200
379897620,11061329,2011000506399,"420659513001",73,2,1,1,0,,514269276
379944591,11045395,2011000507510,"420659502002",12,2,1,3,2,450110702,
379944592,11045395,2011000507510,"420659502002",40,2,1,2,1,,
379944593,11045395,2011000507510,"420659502002",9,1,1,4,2,450110701,
379944594,11045921,2011000507510,"420659502003",46,1,1,1,0,,514272539
379944595,11045921,2011000507510,"420659502003",12,2,1,3,2,450129160,
379944596,11045921,2011000507510,"420659502003",40,2,1,2,1,,
379944597,11045921,2011000507510,"420659502003",9,1,1,4,2,450129160,
379944598,11050210,2011000507510,"420659506001",46,1,1,1,0,,514267816
379944601,11050210,2011000507510,"420659506001",9,1,1,4,2,450149079,
379944602,11052615,2011000507510,"420659507001",46,1,1,1,0,,514270670
379944603,11052615,2011000507510,"420659507001",12,2,1,3,2,450111632,
379944606,11054370,2011000507510,"420659508002",46,1,1,1,0,,514271168
379944607,11054370,2011000507510,"420659508002",12,2,1,3,2,450111632,
379944608,11054370,2011000507510,"420659508002",40,2,1,2,1,,
379944609,11054370,2011000507510,"420659508002",9,1,1,4,2,450111632,
379944610,11058388,2011000507510,"420659511001",46,1,1,1,0,,513929346
379944612,11058388,2011000507510,"420659511001",40,2,1,2,1,,
379944614,11062236,2011000507510,"420659513003",46,1,1,1,0,,514269385
379944615,11062236,2011000507510,"420659513003",12,2,1,3,2,450150577,
379944617,11062236,2011000507510,"420659513003",9,1,1,4,2,450132458,
380070759,11044664,2011000510560,"420659501002",66,1,1,1,0,,
380119209,11052860,2011000511826,"420659507002",20,2,1,2,10,,
380159522,11061381,2011000512844,"420659513001",70,2,1,2,1,,
380159523,11061381,2011000512844,"420659513001",75,1,1,1,0,,
380228197,11050068,2011000514631,"420659506001",72,1,1,1,0,,
380228198,11050068,2011000514631,"420659506001",68,2,1,2,1,,
380228200,11059945,2011000514631,"420659512001",68,2,1,2,1,,
380228201,11061112,2011000514631,"420659512003",72,1,1,1,0,,
380228202,11061112,2011000514631,"420659512003",68,2,1,2,1,,
380401733,11049965,2011000519017,"420659505002",60,1,1,1,0,,
380401734,11051797,2011000519017,"420659506004",68,2,1,2,10,,514269787
380401736,11052267,2011000519017,"420659506005",68,2,1,2,10,,514268093
380401738,11053533,2011000519017,"420659508001",68,2,1,2,10,,514270083
380401741,11053655,2011000519017,"420659508001",60,1,1,1,0,,
380401742,11055010,2011000519017,"420659508003",68,2,1,2,10,,514270980
380412479,11048127,2011000519268,"420659503005",59,2,1,2,1,,514268393
380412480,11048127,2011000519268,"420659503005",61,1,1,1,0,,
380412482,11050834,2011000519268,"420659506002",61,1,1,1,0,,
380412485,11060494,2011000519268,"420659512002",59,2,1,2,1,,514269419
380412486,11060494,2011000519268,"420659512002",61,1,1,1,0,,
380614957,11047152,2011000524306,"420659503003",49,1,1,2,1,,514270454
380739172,11056846,2011000527391,"420659510001",60,1,1,1,0,,514270454
380739173,11061412,2011000527391,"420659513001",60,1,1,1,0,,514268707
380869718,11047733,2011000530651,"420659503004",28,1,1,1,0,,514270269
380869722,11049583,2011000530651,"420659505002",28,1,1,1,0,,514268119
380869724,11056987,2011000530651,"420659510001",28,1,1,1,0,,514268522
380869726,11060312,2011000530651,"420659512002",28,1,1,1,0,,514269339
380903771,11044570,2011000531575,"420659501002",65,1,1,1,0,,
380903773,11048973,2011000531575,"420659504003",65,1,1,1,0,,
380903774,11049159,2011000531575,"420659505001",65,1,1,1,0,,
380903776,11060047,2011000531575,"420659512001",65,1,1,1,0,,
381063685,11045744,2011000535537,"420659502002",57,1,1,1,0,,514400443
381136357,11046250,2011000537388,"420659503001",11,1,1,5,2,450066968,
381136358,11046250,2011000537388,"420659503001",1,2,1,10,2,,
381136359,11046250,2011000537388,"420659503001",31,2,1,1,0,,
381136360,11046250,2011000537388,"420659503001",3,1,1,9,2,,
381136361,11046250,2011000537388,"420659503001",35,1,1,2,1,,514267732
381136363,11046250,2011000537388,"420659503001",11,2,1,4,2,450066968,
381136364,11046250,2011000537388,"420659503001",9,1,1,6,2,450066968,
381136367,11046250,2011000537388,"420659503001",8,2,1,7,2,450066968,
381136369,11057152,2011000537388,"420659510001",1,2,1,10,2,,
381136371,11057152,2011000537388,"420659510001",3,1,1,9,2,,
381136372,11057152,2011000537388,"420659510001",35,1,1,2,1,,513516271
381136373,11057152,2011000537388,"420659510001",13,1,1,3,2,450067304,
381136376,11057152,2011000537388,"420659510001",0,1,1,11,2,,
381136378,11057152,2011000537388,"420659510001",8,2,1,7,2,450066968,
381136380,11057911,2011000537388,"420659510004",1,2,1,10,2,,
381136381,11057911,2011000537388,"420659510004",31,2,1,1,0,,
381136383,11057911,2011000537388,"420659510004",35,1,1,2,1,,513527225
381136384,11057911,2011000537388,"420659510004",13,1,1,3,2,450067304,
381136388,11057911,2011000537388,"420659510004",7,2,1,8,2,,
381136390,11062243,2011000537388,"420659513003",11,1,1,5,2,450067582,
381136391,11062243,2011000537388,"420659513003",1,2,1,10,2,,
381136392,11062243,2011000537388,"420659513003",31,2,1,1,0,,
381136395,11062243,2011000537388,"420659513003",13,1,1,3,2,450067582,
381136402,11062432,2011000537388,"420659513003",1,2,1,10,2,,
381136407,11062432,2011000537388,"420659513003",11,2,1,4,2,450066968,
381136409,11062432,2011000537388,"420659513003",0,1,1,11,2,,
381136410,11062432,2011000537388,"420659513003",7,2,1,8,2,,
381136411,11062432,2011000537388,"420659513003",8,2,1,7,2,450066968,
381173818,11054749,2011000538300,"420659508003",42,1,1,1,0,,514271093
381401367,11045322,2011000544100,"420659502002",22,1,1,1,0,,
381401369,11047849,2011000544100,"420659503005",22,1,1,1,0,,
381401371,11052784,2011000544100,"420659507002",22,1,1,1,0,,
381401372,11052826,2011000544100,"420659507002",22,1,1,1,0,,
381401373,11052891,2011000544100,"420659507002",22,1,1,1,0,,
381401374,11052912,2011000544100,"420659507002",22,1,1,1,0,,
381401375,11053101,2011000544100,"420659507003",22,1,1,1,0,,
381401376,11053194,2011000544100,"420659507003",22,1,1,1,0,,
381401380,11061805,2011000544100,"420659513002",22,1,1,1,0,,
381417600,11044991,2011000544533,"420659502001",59,1,1,1,0,,514269638
381417602,11046633,2011000544533,"420659503002",59,1,1,1,0,,514270908
381417605,11047741,2011000544533,"420659503004",58,2,1,2,1,,
381417607,11050137,2011000544533,"420659506001",58,2,1,2,1,,
381417608,11056976,2011000544533,"420659510001",59,1,1,1,0,,514269240
381417609,11056976,2011000544533,"420659510001",58,2,1,2,1,,
381464628,11051006,2011000545684,"420659506003",66,1,1,1,0,,
381538259,11044893,2011000547475,"420659502001",60,1,1,1,0,,
381729483,11054685,2011000552267,"420659508003",64,2,1,2,1,,514271449
381729486,11059763,2011000552267,"420659511004",67,1,1,1,0,,514269167
381885691,11051677,2011000556229,"420659506004",22,2,1,2,1,,514268152
382004845,11045140,2011000559210,"420659502001",6,2,1,4,2,450110701,
382004847,11045140,2011000559210,"420659502001",34,1,1,1,0,,513554137
382004848,11045140,2011000559210,"420659502001",33,2,1,2,1,,
382004849,11045140,2011000559210,"420659502001",7,1,1,3,2,450110701,
382004851,11048286,2011000559210,"420659504001",2,1,1,5,2,,
382004852,11048286,2011000559210,"420659504001",34,1,1,1,0,,514269320
382004856,11051899,2011000559210,"420659506005",2,1,1,5,2,,
382004857,11051899,2011000559210,"420659506005",34,1,1,1,0,,514266271
382004858,11051899,2011000559210,"420659506005",33,2,1,2,1,,
382004859,11051899,2011000559210,"420659506005",7,1,1,3,2,450149079,
382004865,11060779,2011000559210,"420659512003",6,2,1,4,2,450132458,
382004866,11060779,2011000559210,"420659512003",2,1,1,5,2,,
382004867,11060779,2011000559210,"420659512003",34,1,1,1,0,,513930831
382004868,11060779,2011000559210,"420659512003",33,2,1,2,1,,
382004869,11060779,2011000559210,"420659512003",7,1,1,3,2,450132458,
382059806,11044094,2011000560525,"420659501001",22,2,1,2,2,,514269914
382059807,11044094,2011000560525,"420659501001",46,2,1,1,0,,
382059808,11044146,2011000560525,"420659501001",14,1,1,3,2,450110702,
382059809,11044146,2011000560525,"420659501001",22,2,1,2,2,,514270216
382059812,11044734,2011000560525,"420659501002",22,2,1,2,2,,514271589
382059813,11044734,2011000560525,"420659501002",46,2,1,1,0,,
382059814,11045406,2011000560525,"420659502002",14,1,1,3,2,450110702,
382059817,11046149,2011000560525,"420659503001",14,1,1,3,2,450110702,
382059818,11046149,2011000560525,"420659503001",22,2,1,2,2,,514269816
382059824,11047714,2011000560525,"420659503004",22,2,1,2,2,,514268290
382059828,11050199,2011000560525,"420659506001",46,2,1,1,0,,
382059829,11050400,2011000560525,"420659506001",14,1,1,3,2,450110845,
382059830,11050400,2011000560525,"420659506001",22,2,1,2,2,,512527965
382059831,11050400,2011000560525,"420659506001",46,2,1,1,0,,
382059833,11051614,2011000560525,"420659506004",22,2,1,2,2,,514268161
382059834,11051614,2011000560525,"420659506004",46,2,1,1,0,,
382059835,11052141,2011000560525,"420659506005",14,1,1,3,2,450110845,
382059840,11053012,2011000560525,"420659507003",46,2,1,1,0,,
382059841,11054461,2011000560525,"420659508002",14,1,1,3,2,450132231,
382059842,11054461,2011000560525,"420659508002",22,2,1,2,2,,514271314
382059843,11054461,2011000560525,"420659508002",46,2,1,1,0,,
382059844,11054830,2011000560525,"420659508003",14,1,1,3,2,450150577,
382059845,11054830,2011000560525,"420659508003",22,2,1,2,2,,514271095
382059847,11054869,2011000560525,"420659508003",14,1,1,3,2,450132231,
382059848,11054869,2011000560525,"420659508003",22,2,1,2,2,,513540394
382059851,11056963,2011000560525,"420659510001",22,2,1,2,2,,514270742
382059852,11056963,2011000560525,"420659510001",46,2,1,1,0,,
382059853,11057171,2011000560525,"420659510002",14,1,1,3,2,450150577,
382059854,11057171,2011000560525,"420659510002",22,2,1,2,2,,514268524
382059855,11057171,2011000560525,"420659510002",46,2,1,1,0,,
382059856,11058482,2011000560525,"420659511001",14,1,1,3,2,450150577,
382059857,11058482,2011000560525,"420659511001",22,2,1,2,2,,514268807
382059861,11059811,2011000560525,"420659512001",46,2,1,1,0,,
382059862,11060534,2011000560525,"420659512002",14,1,1,3,2,450150577,
382059863,11060534,2011000560525,"420659512002",22,2,1,2,2,,514269141
382059864,11060534,2011000560525,"420659512002",46,2,1,1,0,,
382059865,11060671,2011000560525,"420659512002",14,1,1,3,2,450150577,
382059866,11060671,2011000560525,"420659512002",22,2,1,2,2,,514269319
382059868,11060943,2011000560525,"420659512003",14,1,1,3,2,450150577,
382059870,11060943,2011000560525,"420659512003",46,2,1,1,0,,
382077348,11046278,2011000561002,"420659503001",84,1,1,1,0,,
382130709,11044708,2011000562394,"420659501002",73,1,1,1,0,,
382130711,11051712,2011000562394,"420659506004",73,1,1,1,0,,
382130712,11055031,2011000562394,"420659508003",73,1,1,1,0,,
382148995,11044056,2011000562887,"420659501001",45,2,1,2,1,,
382148996,11045856,2011000562887,"420659502003",50,1,1,1,0,,514269656
382185437,11047694,2011000563811,"420659503004",46,2,1,2,1,,513914423
382185438,11047694,2011000563811,"420659503004",60,1,1,1,0,,514258989
382185441,11062045,2011000563811,"420659513002",60,1,1,1,0,,514268779
382205691,11046094,2011000564359,"420659503001",51,2,1,1,0,,514270860
382205692,11058276,2011000564359,"420659511001",53,1,1,2,1,,513937040
382205694,11060356,2011000564359,"420659512002",53,1,1,2,1,,514268727
382205695,11060356,2011000564359,"420659512002",51,2,1,1,0,,514267930
382339613,11053556,2011000567643,"420659508001",73,2,1,2,1,,
382339614,11061383,2011000567643,"420659513001",79,1,1,1,0,,
382339615,11061383,2011000567643,"420659513001",73,2,1,2,1,,
382384812,11047155,2011000568770,"420659503003",89,2,1,1,0,,
382546826,11047455,2011000572770,"420659503003",54,1,1,1,0,,514268807
382546832,11050190,2011000572770,"420659506001",54,1,1,1,0,,514265902
382546834,11050190,2011000572770,"420659506001",23,2,1,3,2,,514268247
382546835,11053778,2011000572770,"420659508001",54,1,1,1,0,,514270908
382546836,11053778,2011000572770,"420659508001",57,2,1,2,1,,514269603
382546838,11054351,2011000572770,"420659508002",54,1,1,1,0,,514270861
382697573,11045833,2011000576434,"420659502003",60,2,1,2,1,,
382697579,11051952,2011000576434,"420659506005",60,2,1,2,1,,
382697580,11051952,2011000576434,"420659506005",61,1,1,1,0,,
382697582,11052005,2011000576434,"420659506005",61,1,1,1,0,,
382697585,11052555,2011000576434,"420659507001",60,2,1,2,1,,
382697586,11052555,2011000576434,"420659507001",61,1,1,1,0,,
382735770,11049014,2011000577406,"420659504003",42,1,1,1,0,,514267050
382735771,11049014,2011000577406,"420659504003",49,2,1,2,1,,514267058
382735772,11049014,2011000577406,"420659504003",18,1,1,3,2,450110845,
382735775,11049772,2011000577406,"420659505002",18,1,1,3,2,450110845,
382735779,11060102,2011000577406,"420659512001",42,1,1,1,0,,514269445
382803111,11051795,2011000579084,"420659506004",71,2,1,2,1,,514267984
382803115,11054284,2011000579084,"420659508002",71,2,1,2,1,,514270583
382819697,11045128,2011000579464,"420659502001",68,2,1,2,1,,
382819698,11045128,2011000579464,"420659502001",70,1,1,1,0,,
382819699,11046830,2011000579464,"420659503002",68,2,1,2,1,,
382819700,11046830,2011000579464,"420659503002",70,1,1,1,0,,
382819701,11053917,2011000579464,"420659508001",68,2,1,2,1,,
382819702,11053917,2011000579464,"420659508001",70,1,1,1,0,,
382833853,11044058,2011000579826,"420659501001",61,1,1,1,0,,
382833854,11044058,2011000579826,"420659501001",60,2,1,2,1,,
382833855,11047270,2011000579826,"420659503003",61,1,1,1,0,,
382833857,11060705,2011000579826,"420659512002",61,1,1,1,0,,
382833858,11060705,2011000579826,"420659512002",60,2,1,2,1,,
382860667,11045086,2011000580547,"420659502001",44,1,1,1,0,,514270454
382860671,11053213,2011000580547,"420659507003",44,1,1,1,0,,514271168
382860672,11053213,2011000580547,"420659507003",17,1,1,3,2,450132231,
382860675,11053910,2011000580547,"420659508001",44,1,1,1,0,,514270122
382860677,11053910,2011000580547,"420659508001",42,2,1,2,1,,
382860678,11053910,2011000580547,"420659508001",15,1,1,4,2,450110702,
382860683,11056480,2011000580547,"420659509004",44,1,1,1,0,,513499657
382860684,11056480,2011000580547,"420659509004",17,1,1,3,2,450150577,
382860685,11056480,2011000580547,"420659509004",42,2,1,2,1,,
382860686,11056480,2011000580547,"420659509004",15,1,1,4,2,450150577,
382860688,11058479,2011000580547,"420659511001",17,1,1,3,2,450150577,
382860689,11058479,2011000580547,"420659511001",42,2,1,2,1,,
382860690,11058479,2011000580547,"420659511001",15,1,1,4,2,450150577,
382874542,11055383,2011000580895,"420659509001",14,1,1,5,2,450063600,
382874543,11055383,2011000580895,"420659509001",44,1,1,1,0,,514265822
382874544,11055383,2011000580895,"420659509001",42,2,1,2,1,,
382874546,11055383,2011000580895,"420659509001",16,1,1,4,2,450150577,
382911474,11048595,2011000581772,"420659504002",25,1,1,3,2,,514268363
382911475,11048595,2011000581772,"420659504002",56,1,1,1,0,,514269779
382911479,11056252,2011000581772,"420659509004",56,1,1,1,0,,514268522
382911480,11056252,2011000581772,"420659509004",23,1,1,4,2,,514270564
382997904,11045596,2011000583789,"420659502002",44,1,1,2,1,,514268662
382997906,11045596,2011000583789,"420659502002",19,1,1,3,2,,514271168
382997909,11046596,2011000583789,"420659503002",19,1,1,3,2,,514266440
382997910,11048106,2011000583789,"420659503005",44,1,1,2,1,,514270415
382997912,11048106,2011000583789,"420659503005",19,1,1,3,2,,514268233
382997913,11048259,2011000583789,"420659504001",44,1,1,2,1,,514267757
382997915,11048259,2011000583789,"420659504001",19,1,1,3,2,,514268053
382997919,11051834,2011000583789,"420659506004",44,1,1,2,1,,514267805
382997920,11051834,2011000583789,"420659506004",58,2,1,1,0,,514269150
382997922,11052055,2011000583789,"420659506005",44,1,1,2,1,,514268289
382997923,11052055,2011000583789,"420659506005",58,2,1,1,0,,514268289
382997925,11053360,2011000583789,"420659507003",44,1,1,2,1,,514272254
382997926,11053360,2011000583789,"420659507003",58,2,1,1,0,,514268742
382997928,11054128,2011000583789,"420659508002",44,1,1,2,1,,514270908
382997929,11054128,2011000583789,"420659508002",58,2,1,1,0,,514270320
382997931,11056410,2011000583789,"420659509004",44,1,1,2,1,,514268760
382997936,11056716,2011000583789,"420659510001",19,1,1,3,2,,514269595
382997938,11056935,2011000583789,"420659510001",58,2,1,1,0,,514268741
382997940,11060598,2011000583789,"420659512002",44,1,1,2,1,,514269231
382997942,11060598,2011000583789,"420659512002",19,1,1,3,2,,514268770
383113481,11054882,2011000586800,"420659508003",65,1,1,2,1,,514270614
383145041,11051194,2011000587631,"420659506003",60,2,1,2,1,,
383145044,11059232,2011000587631,"420659511003",60,2,1,2,1,,
383145045,11059232,2011000587631,"420659511003",31,2,1,3,2,,514268723
383145046,11059232,2011000587631,"420659511003",58,1,1,1,0,,514268154
383152637,11056863,2011000587801,"420659510001",47,2,1,2,1,,514270555
383152638,11056863,2011000587801,"420659510001",63,1,1,1,0,,
383152640,11058902,2011000587801,"420659511002",63,1,1,1,0,,
383152641,11060366,2011000587801,"420659512002",47,2,1,2,1,,514268779
383193875,11050054,2011000588829,"420659506001",69,1,1,1,0,,
383193876,11050054,2011000588829,"420659506001",68,2,1,2,1,,
383193877,11055481,2011000588829,"420659509001",69,1,1,1,0,,
383193880,11056725,2011000588829,"420659510001",68,2,1,2,1,,
383196414,11048937,2011000588878,"420659504003",45,1,1,1,0,,514268194
383196415,11048937,2011000588878,"420659504003",46,2,1,2,1,,514268152
383196416,11048937,2011000588878,"420659504003",23,2,1,3,2,,514268289
383196418,11058468,2011000588878,"420659511001",46,2,1,2,1,,514268538
383201599,11044033,2011000588991,"420659501001",49,1,1,2,1,,
383201600,11048129,2011000588991,"420659503005",9,1,1,3,2,450111632,
383201601,11048129,2011000588991,"420659503005",41,2,1,1,0,,514270498
383201603,11048714,2011000588991,"420659504002",9,1,1,3,2,450129160,
383201604,11048714,2011000588991,"420659504002",41,2,1,1,0,,514267751
383201605,11048714,2011000588991,"420659504002",49,1,1,2,1,,
383201606,11050697,2011000588991,"420659506002",9,1,1,3,2,450129160,
383201609,11051043,2011000588991,"420659506003",9,1,1,3,2,450129160,
383201611,11051043,2011000588991,"420659506003",49,1,1,2,1,,
383201613,11056156,2011000588991,"420659509003",41,2,1,1,0,,513931241
383201616,11056743,2011000588991,"420659510001",41,2,1,1,0,,514271192
383201617,11056743,2011000588991,"420659510001",49,1,1,2,1,,
383201618,11058921,2011000588991,"420659511002",9,1,1,3,2,450147805,
383201620,11058921,2011000588991,"420659511002",49,1,1,2,1,,
383201621,11059214,2011000588991,"420659511003",9,1,1,3,2,450132458,
383201623,11059214,2011000588991,"420659511003",49,1,1,2,1,,
383371653,11054709,2011000593180,"420659508003",85,2,1,1,0,,
383371655,11059670,2011000593180,"420659511004",85,2,1,1,0,,
383429056,11044314,2011000594637,"420659501001",27,1,1,2,1,,514270946
383429057,11044314,2011000594637,"420659501001",28,2,1,1,0,,514270983
383429058,11044528,2011000594637,"420659501002",27,1,1,2,1,,514269650
383429059,11044528,2011000594637,"420659501002",28,2,1,1,0,,514269702
383429061,11045094,2011000594637,"420659502001",28,2,1,1,0,,514269126
383429064,11048241,2011000594637,"420659504001",27,1,1,2,1,,514271419
383429065,11048241,2011000594637,"420659504001",28,2,1,1,0,,514267752
383429067,11048589,2011000594637,"420659504002",28,2,1,1,0,,514268289
383429072,11051097,2011000594637,"420659506003",27,1,1,2,1,,514268145
383429075,11052679,2011000594637,"420659507001",28,2,1,1,0,,514271106
383429080,11053638,2011000594637,"420659508001",27,1,1,2,1,,514268903
383429083,11055085,2011000594637,"420659509001",28,2,1,1,0,,514268831
383429084,11055749,2011000594637,"420659509003",27,1,1,2,1,,514268786
383429086,11061607,2011000594637,"420659513002",27,1,1,2,1,,514268807
383621251,11050714,2011000599359,"420659506002",58,1,1,1,0,,514267815
383633252,11044775,2011000599685,"420659501002",24,2,1,4,6,,514269737
383633260,11046327,2011000599685,"420659503001",24,2,1,4,6,,514271119
383633267,11049314,2011000599685,"420659505001",49,2,1,1,0,,514267988
383633272,11050276,2011000599685,"420659506001",24,2,1,4,6,,514268046
383633274,11050276,2011000599685,"420659506001",28,2,1,2,2,,514268147
383633276,11050921,2011000599685,"420659506002",24,2,1,4,6,,514267751
383633278,11050921,2011000599685,"420659506002",28,2,1,2,2,,514268093
383633279,11054214,2011000599685,"420659508002",49,2,1,1,0,,514269826
383633285,11056243,2011000599685,"420659509004",26,1,1,3,2,,514269428
383633288,11059724,2011000599685,"420659511004",24,2,1,4,6,,513929530
383633289,11059724,2011000599685,"420659511004",26,1,1,3,2,,514269323
383633290,11059724,2011000599685,"420659511004",28,2,1,2,2,,514268812
383633291,11062234,2011000599685,"420659513003",49,2,1,1,0,,514270404
383633293,11062234,2011000599685,"420659513003",26,1,1,3,2,,514268723
383651857,11044438,2011000600182,"420659501002",47,2,1,1,0,,514270454
383835927,11045511,2011000604644,"420659502002",29,2,1,1,0,,501986955
383835930,11045746,2011000604644,"420659502002",3,2,1,4,2,,
383835931,11045746,2011000604644,"420659502002",29,2,1,1,0,,514270454
383835932,11045746,2011000604644,"420659502002",6,2,1,3,2,450110701,
383835933,11045746,2011000604644,"420659502002",33,1,1,2,1,,
383835934,11046000,2011000604644,"420659502003",3,2,1,4,2,,
383835935,11046000,2011000604644,"420659502003",29,2,1,1,0,,514267691
383835937,11046000,2011000604644,"420659502003",33,1,1,2,1,,
383835940,11050204,2011000604644,"420659506001",6,2,1,3,2,450145390,
383835941,11050204,2011000604644,"420659506001",33,1,1,2,1,,
383835945,11051730,2011000604644,"420659506004",33,1,1,2,1,,
383835948,11052508,2011000604644,"420659507001",6,2,1,3,2,450111632,
383835949,11052508,2011000604644,"420659507001",33,1,1,2,1,,
383835951,11056201,2011000604644,"420659509003",29,2,1,1,0,,514268522
383967409,11051422,2011000607959,"420659506003",49,1,1,1,0,,513668321
383967411,11053844,2011000607959,"420659508001",49,1,1,1,0,,514270107
383967412,11056177,2011000607959,"420659509003",52,2,1,2,1,,
383967415,11059380,2011000607959,"420659511004",49,1,1,1,0,,514269445
383967416,11059490,2011000607959,"420659511004",52,2,1,2,1,,
383967417,11059490,2011000607959,"420659511004",49,1,1,1,0,,514268563
384074332,11053546,2011000610647,"420659508001",59,1,1,1,0,,514270404
384152273,11045895,2011000612558,"420659502003",61,2,1,1,0,,514269734
384152276,11046649,2011000612558,"420659503002",61,2,1,1,0,,514270701
384152279,11051151,2011000612558,"420659506003",61,2,1,1,0,,513804627
384152280,11052083,2011000612558,"420659506005",61,2,1,1,0,,514268015
384152282,11054688,2011000612558,"420659508003",61,2,1,1,0,,514269097
384152284,11057060,2011000612558,"420659510001",61,2,1,1,0,,514268583
384152285,11062223,2011000612558,"420659513003",61,2,1,1,0,,514269445
384159560,11044196,2011000612767,"420659501001",46,2,1,2,2,,514268705
384159565,11050954,2011000612767,"420659506002",72,2,1,1,0,,
384159567,11051448,2011000612767,"420659506003",72,2,1,1,0,,
384159570,11056369,2011000612767,"420659509004",46,2,1,2,2,,514268764
384159571,11057212,2011000612767,"420659510002",72,2,1,1,0,,
384159572,11057212,2011000612767,"420659510002",46,2,1,2,2,,514270908
384181135,11046936,2011000613295,"420659503002",10,1,1,4,2,450149079,
384181142,11051782,2011000613295,"420659506004",39,2,1,1,0,,514267988
384181143,11055364,2011000613295,"420659509001",10,1,1,4,2,450147805,
384181144,11055364,2011000613295,"420659509001",41,1,1,2,1,,514267426
384181145,11055364,2011000613295,"420659509001",13,2,1,3,2,450150578,
384181146,11055364,2011000613295,"420659509001",39,2,1,1,0,,514269361
384181147,11056116,2011000613295,"420659509003",10,1,1,4,2,450139177,
384181148,11056116,2011000613295,"420659509003",41,1,1,2,1,,514269445
384181152,11058585,2011000613295,"420659511001",41,1,1,2,1,,514269176
384181153,11058585,2011000613295,"420659511001",13,2,1,3,2,450150578,
384181722,11056041,2011000613316,"420659509003",11,2,1,3,2,450110845,
384181724,11056041,2011000613316,"420659509003",7,1,1,4,2,450139177,
384181725,11056041,2011000613316,"420659509003",31,2,1,1,0,,513980750
384181726,11057236,2011000613316,"420659510002",11,2,1,3,2,450150578,
384209824,11056147,2011000614053,"420659509003",67,1,1,1,0,,
384254450,11050423,2011000615173,"420659506001",54,2,1,1,0,,514268152
384254451,11050423,2011000615173,"420659506001",25,1,1,3,2,,
384254452,11050423,2011000615173,"420659506001",46,1,1,2,1,,514267678
384272484,11046076,2011000615585,"420659503001",73,2,1,1,0,,
384272485,11048462,2011000615585,"420659504001",73,2,1,1,0,,
384272486,11050300,2011000615585,"420659506001",73,2,1,1,0,,
384272487,11054932,2011000615585,"420659508003",73,2,1,1,0,,
384379364,11044054,2011000618272,"420659501001",85,2,1,1,0,,
384379365,11051815,2011000618272,"420659506004",85,2,1,1,0,,
384379366,11057549,2011000618272,"420659510002",85,2,1,1,0,,
384396326,11046469,2011000618699,"420659503001",42,1,1,1,0,,
384396327,11047722,2011000618699,"420659503004",42,1,1,1,0,,
384396328,11049884,2011000618699,"420659505002",42,1,1,1,0,,
384396329,11051191,2011000618699,"420659506003",42,1,1,1,0,,
384396335,11060538,2011000618699,"420659512002",42,1,1,1,0,,
384396336,11060882,2011000618699,"420659512003",42,1,1,1,0,,
384396338,11061767,2011000618699,"420659513002",42,1,1,1,0,,
384396339,11061781,2011000618699,"420659513002",42,1,1,1,0,,
384474428,11047040,2011000620670,"420659503003",62,1,1,1,0,,514267713
